id,image_file,class_label
347,007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,6
3567,062.Herring_Gull/Herring_Gull_0024_48309.jpg,61
5879,101.White_Pelican/White_Pelican_0037_95570.jpg,100
10894,185.Bohemian_Waxwing/Bohemian_Waxwing_0006_796651.jpg,184
9144,156.White_eyed_Vireo/White_Eyed_Vireo_0012_159495.jpg,155
4923,085.Horned_Lark/Horned_Lark_0133_73882.jpg,84
218,004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,3
2089,037.Acadian_Flycatcher/Acadian_Flycatcher_0007_795600.jpg,36
2683,047.American_Goldfinch/American_Goldfinch_0041_31969.jpg,46
15,001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg,0
3583,062.Herring_Gull/Herring_Gull_0075_48935.jpg,61
4790,082.Ringed_Kingfisher/Ringed_Kingfisher_0082_72955.jpg,81
224,004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg,3
6064,104.American_Pipit/American_Pipit_0034_99946.jpg,103
479,009.Brewer_Blackbird/Brewer_Blackbird_0116_2327.jpg,8
345,007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg,6
10696,182.Yellow_Warbler/Yellow_Warbler_0097_176538.jpg,181
5359,092.Nighthawk/Nighthawk_0068_82368.jpg,91
8141,139.Scarlet_Tanager/Scarlet_Tanager_0075_137602.jpg,138
5493,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0027_85905.jpg,93
10566,180.Wilson_Warbler/Wilson_Warbler_0117_175262.jpg,179
8544,146.Forsters_Tern/Forsters_Tern_0104_152666.jpg,145
9468,161.Blue_winged_Warbler/Blue_Winged_Warbler_0028_161787.jpg,160
1125,021.Eastern_Towhee/Eastern_Towhee_0124_22585.jpg,20
4079,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0027_60950.jpg,70
1547,028.Brown_Creeper/Brown_Creeper_0110_24866.jpg,27
318,006.Least_Auklet/Least_Auklet_0007_795123.jpg,5
1537,028.Brown_Creeper/Brown_Creeper_0063_24724.jpg,27
4955,085.Horned_Lark/Horned_Lark_0113_74613.jpg,84
6779,116.Chipping_Sparrow/Chipping_Sparrow_0063_108139.jpg,115
8214,140.Summer_Tanager/Summer_Tanager_0119_140617.jpg,139
6607,113.Baird_Sparrow/Baird_Sparrow_0038_794592.jpg,112
6552,112.Great_Grey_Shrike/Great_Grey_Shrike_0029_106668.jpg,111
2986,052.Pied_billed_Grebe/Pied_Billed_Grebe_0024_35949.jpg,51
7099,122.Harris_Sparrow/Harris_Sparrow_0029_116516.jpg,121
9685,165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0044_163975.jpg,164
